text,label,category
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
）拟对所持有的南京方岳电子科技有限公司等3户债权资产包（资产编号：,O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O,ASSET_DISPOSITION
2174.77,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，包含债权,I-CLA O O O O O O,ASSET_DISPOSITION
2020,B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2020年4月13日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于南京第一建筑工程集团有限公司等6户资产包(zncoamc2020js02)的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
）拟对所持有的南京第一建筑工程集团有限公司等6户资产包,O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O,ASSET_DISPOSITION
47355.87,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，包含债权,I-CLA O O O O O O,ASSET_DISPOSITION
2020,B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2020年1月20日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于南京半导体器件总厂等47户资产包(资产编号：coamc2020js08)的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
）拟对所持有的南京半导体器件总厂等47户资产包(资产编号：COAMC2020JS08)进行整包或部分组包或单户处置，特发布此公告,O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
51094.25,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元及相应利息,I-CLA O O O O O O,ASSET_DISPOSITION
征询或异议的有效期限为自发布之日起至2020,O O O O O O O O O O O O O O O O O O B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2020年5月9日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于迈科（肇庆）润滑油有限公司等两户债权资产包项目的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司（以下简称“我分公司”）拟对所持有的以下项目进行处置，特发布此公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
迈科（肇庆）润滑油有限公司等两户债权资产包（编号：COAMC-GD-2022-HZ002,B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
"141,623,528.42",B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
2022年11月10日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于陆丰市锦之华服装厂等两户债权资产包的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司（以下简称“我分公司”）拟对所持有的陆丰市锦之华服装厂等两户债权资产包项目（编号：COAMC-GD-2021-HZ007,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
"本资产包总金额折人民币3,673.37",O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，涉及本金折人民币,I-CLA O O O O O O O O O O,ASSET_DISPOSITION
2021年6月22日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于廉江市罗氏装饰有限公司等3户资产包的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司（以下简称“我分公司”）拟对所持有的廉江市罗氏装饰有限公司等,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
"96,875,555.97",B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
2020,B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
廉江市罗氏装饰有限公司等,B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于雷州市华雕工贸有限公司等4户债权资产包的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司（以下简称“我分公司”）拟对所持有的雷州市华雕工贸有限公司等4户债权资产打包进行处置，特发布此公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
"本资产包债权本息总额为人民币（下同）6,570.16万元，包含债权4户，其中涉及本金4,769.46万元，利息1,800.70万元，另有垫付诉讼费用44.98万元（包内债权金额的截止日为2021年5月20日）",O O O O O O O O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
2021年5月28日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于雷州市华雕工贸有限公司等3户债权资产包的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司广东省分公司（以下简称“我分公司”）拟对所持有的雷州市华雕工贸有限公司等3户债权资产包进行处置（资产包编号：COAMC-GD-0301-2020-02），特发布此公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
"本资产包债权本息总额为人民币（下同）4,637.24万元，包含债权3户，其中涉及本金3,720.74万元，利息916.50万元，垫付费用35.99万元（包内债权金额的截止日为2020年11月20日）",O O O O O O O O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
2020年12月2日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于昆山美吉特置业有限公司等97户资产包（资产编号：coamc2020js12）的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
）拟对所持有的昆山美吉特置业有限公司等,O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
"258,171.32",B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元人民币及相应利息，共计,I-CLA O O O O O O O O O O O O,ASSET_DISPOSITION
万元人民币；债权收益权项目,I-CLA O O O O O O O O O O O O,ASSET_DISPOSITION
2020年7月14日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司陕西省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于靖边县博迪森商贸有限公司等29户资产包的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司陕西省分公司（以下简称“我分公司”）拟对所持有的靖边县博迪森商贸有限公司等29,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O,ASSET_DISPOSITION
本资产包总金额为103978.18,O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，包含债权,I-CLA O O O O O O,ASSET_DISPOSITION
2021年4月12日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司陕西省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于靖边县博迪森商贸有限公司等23户资产包的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司陕西省分公司（以下简称“我分公司”）拟对所持有的靖边县博迪森商贸有限公司等23户资产包进行处置（该资产包内项目可单户处置、部分组包处置或整体组包处置），特发布此公告,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
"本资产包包含债权22户，债权涉及本金459,378,217.07元，利息328,250,411.48元，抵债资产2项，金额39,229,233.00元（包内债权金额的截止日为2022年1月20日，抵债资产金额为抵债金额或抵债时的公允值，最终以相关法律文件等转让方对外开放的尽调资料为准），分布在陕西省榆林市",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
2022年2月10日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏正阳投资控股集团有限公司等7户资产包(资产编号：coamc2021js08)的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
江苏正阳投资控股集团有限公司等,B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
53631.93,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，包含债权,I-CLA O O O O O O,ASSET_DISPOSITION
2021,B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2021年6月2日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏元化生物技术有限公司等60户资产包(资产编号：coamc2021js01)的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
）拟对所持有的江苏元化生物技术有限公司等,O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
35824.93,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，包含债权,I-CLA O O O O O O,ASSET_DISPOSITION
征询或异议的有效期限为自发布之日起至2021,O O O O O O O O O O O O O O O O O O B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2021年1月14日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏奕淳集团有限公司等421户资产包（资产编号：coamc2020js13）的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称“我分公司”）拟对所持有的江苏奕淳集团有限公司等421,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O,ASSET_DISPOSITION
131414.33,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元及相应利息（包内债权金额的截止日为,I-CLA O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
征询或异议的有效期限为自发布之日起至2020,O O O O O O O O O O O O O O O O O O B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2020年7月24日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏奕淳集团有限公司等416户资产包（资产编号：coamc2021js18）的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称“我分公司”）拟对所持有的江苏奕淳集团有限公司等,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
209526.08,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元及相应利息，包含债权,I-CLA O O O O O O O O O O O,ASSET_DISPOSITION
2021,B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2021年11月3日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏奕淳集团有限公司等406户资产包（资产编号：coamc2020js15）的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称“我分公司”）拟对所持有的江苏奕淳集团有限公司等406,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O,ASSET_DISPOSITION
206130.78,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元及相应利息,I-CLA O O O O O O,ASSET_DISPOSITION
征询或异议的有效期限为自发布之日起至2020,O O O O O O O O O O O O O O O O O O B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2020年9月4日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏希格赛斯电气有限公司等9户资产包(资产编号：coamc2020js10)的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
）拟对所持有的江苏希格赛斯电气有限公司等,O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
64181.8,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，包含债权,I-CLA O O O O O O,ASSET_DISPOSITION
征询或异议的有效期限为自发布之日起至2020,O O O O O O O O O O O O O O O O O O B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2020年7月6日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏威盛特钢铸锻有限公司等16户资产包(资产编号：coamc2021js11)的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O,ASSET_DISPOSITION
）拟对所持有的江苏威盛特钢铸锻有限公司等,O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O,ASSET_DISPOSITION
11509.68,B-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA I-CLA,ASSET_DISPOSITION
万元，包含债权,I-CLA O O O O O O,ASSET_DISPOSITION
2021,B-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
2021年6月9日,B-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM I-TIM,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC,ASSET_DISPOSITION
关于江苏天盛木业有限公司等13户资产包（资产编号：coamc2021js09）的处置公告,O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,ASSET_DISPOSITION
中国东方资产管理股份有限公司江苏省分公司（以下简称“我分公司”）拟对所持有的江苏天盛木业有限公司等13,B-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC I-AMC O O O O O O O O O O O O O O O O O O B-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM I-COM O O O,ASSET_DISPOSITION
